Format Version,1.23,Take Name,Take 2020-09-28 10.54.41 AM,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-09-28 10.54.42.556 AM,Total Frames in Take,868,Total Exported Frames,868,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
429,1.716000,-0.003217,0.006875,1.441352
430,1.720000,-0.003237,0.006880,1.441358
431,1.724000,-0.003251,0.006861,1.441338
432,1.728000,-0.003182,0.006906,1.441354
433,1.732000,-0.003189,0.006920,1.441346
434,1.736000,-0.003207,0.006870,1.441356
435,1.740000,-0.003159,0.006954,1.441354
436,1.744000,-0.003179,0.006914,1.441353
437,1.748000,-0.003206,0.006874,1.441363
438,1.752000,-0.003187,0.006910,1.441364
439,1.756000,-0.003196,0.006869,1.441348
440,1.760000,-0.003196,0.006878,1.441340
441,1.764000,-0.003230,0.006826,1.441333
442,1.768000,-0.003173,0.006913,1.441348
443,1.772000,-0.003207,0.006865,1.441345
444,1.776000,-0.003158,0.006901,1.441360
445,1.780000,-0.003159,0.006920,1.441353
446,1.784000,-0.003180,0.006889,1.441353
447,1.788000,-0.003190,0.006905,1.441352
448,1.792000,-0.003189,0.006884,1.441357
449,1.796000,-0.003191,0.006882,1.441355
450,1.800000,-0.003175,0.006909,1.441360
451,1.804000,-0.003196,0.006906,1.441360
452,1.808000,-0.003205,0.006902,1.441344
453,1.812000,-0.003175,0.006920,1.441362
454,1.816000,-0.003206,0.006895,1.441358
455,1.820000,-0.003203,0.006882,1.441341
456,1.824000,-0.003210,0.006882,1.441368
457,1.828000,-0.003213,0.006876,1.441345
458,1.832000,-0.003247,0.006876,1.441342
459,1.836000,-0.003242,0.006840,1.441352
460,1.840000,-0.003278,0.006827,1.441345
461,1.844000,-0.003216,0.006878,1.441337
462,1.848000,-0.003226,0.006870,1.441355
463,1.852000,-0.003230,0.006923,1.441341
464,1.856000,-0.003204,0.006921,1.441355
465,1.860000,-0.003223,0.006894,1.441356
466,1.864000,-0.003215,0.006901,1.441358
467,1.868000,-0.003242,0.006882,1.441352
468,1.872000,-0.003218,0.006896,1.441341
469,1.876000,-0.003247,0.006866,1.441332
470,1.880000,-0.003278,0.006831,1.441328
471,1.884000,-0.003285,0.006843,1.441358
472,1.888000,-0.003287,0.006845,1.441338
473,1.892000,-0.003266,0.006861,1.441363
474,1.896000,-0.003272,0.006836,1.441362
475,1.900000,-0.003245,0.006864,1.441358
476,1.904000,-0.003250,0.006881,1.441346
477,1.908000,-0.003258,0.006897,1.441349
478,1.912000,-0.003257,0.006874,1.441331
479,1.916000,-0.003268,0.006858,1.441361
480,1.920000,-0.003249,0.006915,1.441352
481,1.924000,-0.003264,0.006873,1.441350
482,1.928000,-0.003261,0.006876,1.441346
483,1.932000,-0.003231,0.006902,1.441356
484,1.936000,-0.003264,0.006893,1.441345
485,1.940000,-0.003288,0.006860,1.441345
486,1.944000,-0.003242,0.006898,1.441338
487,1.948000,-0.003293,0.006836,1.441351
488,1.952000,-0.003306,0.006822,1.441339
489,1.956000,-0.003318,0.006823,1.441339
490,1.960000,-0.003314,0.006799,1.441350
491,1.964000,-0.003309,0.006834,1.441335
492,1.968000,-0.003279,0.006841,1.441348
493,1.972000,-0.003232,0.006906,1.441358
494,1.976000,-0.003282,0.006858,1.441349
495,1.980000,-0.003250,0.006903,1.441359
496,1.984000,-0.003225,0.006932,1.441352
497,1.988000,-0.003244,0.006918,1.441339
498,1.992000,-0.003307,0.006856,1.441336
499,1.996000,-0.003286,0.006854,1.441347
500,2.000000,-0.003286,0.006845,1.441337
501,2.004000,-0.003307,0.006812,1.441350
502,2.008000,-0.003292,0.006847,1.441346
503,2.012000,-0.003302,0.006836,1.441347
504,2.016000,-0.003275,0.006864,1.441348
505,2.020000,-0.003284,0.006852,1.441363
506,2.024000,-0.003311,0.006843,1.441342
507,2.028000,-0.003251,0.006918,1.441338
508,2.032000,-0.003293,0.006883,1.441338
509,2.036000,-0.003263,0.006863,1.441358
510,2.040000,-0.003264,0.006877,1.441337
511,2.044000,-0.003287,0.006857,1.441353
512,2.048000,-0.003281,0.006858,1.441339
513,2.052000,-0.003271,0.006884,1.441339
514,2.056000,-0.003274,0.006879,1.441343
515,2.060000,-0.003274,0.006872,1.441350
516,2.064000,-0.003303,0.006857,1.441347
517,2.068000,-0.003277,0.006851,1.441344
518,2.072000,-0.003305,0.006822,1.441343
519,2.076000,-0.003319,0.006815,1.441347
520,2.080000,-0.003315,0.006795,1.441351
521,2.084000,-0.003285,0.006847,1.441338
522,2.088000,-0.003307,0.006832,1.441349
523,2.092000,-0.003249,0.006882,1.441354
524,2.096000,-0.003236,0.006912,1.441347
525,2.100000,-0.003217,0.006917,1.441352
526,2.104000,-0.003254,0.006895,1.441347
527,2.108000,-0.003248,0.006903,1.441338
528,2.112000,-0.003264,0.006894,1.441361
529,2.116000,-0.003308,0.006853,1.441357
530,2.120000,-0.003277,0.006837,1.441347
531,2.124000,-0.003282,0.006848,1.441360
532,2.128000,-0.003307,0.006829,1.441345
533,2.132000,-0.003301,0.006826,1.441355
534,2.136000,-0.003261,0.006868,1.441356
535,2.140000,-0.003306,0.006822,1.441339
536,2.144000,-0.003268,0.006860,1.441344
537,2.148000,-0.003249,0.006873,1.441356
538,2.152000,-0.003267,0.006864,1.441349
539,2.156000,-0.003271,0.006855,1.441365
540,2.160000,-0.003264,0.006869,1.441346
541,2.164000,-0.003231,0.006881,1.441359
542,2.168000,-0.003226,0.006908,1.441356
543,2.172000,-0.003260,0.006875,1.441344
544,2.176000,-0.003269,0.006882,1.441347
545,2.180000,-0.003190,0.006934,1.441336
546,2.184000,-0.003225,0.006906,1.441347
547,2.188000,-0.003250,0.006850,1.441339
548,2.192000,-0.003261,0.006842,1.441352
549,2.196000,-0.003260,0.006842,1.441345
550,2.200000,-0.003255,0.006825,1.441354
551,2.204000,-0.003258,0.006824,1.441345
552,2.208000,-0.003272,0.006829,1.441338
553,2.212000,-0.003277,0.006828,1.441339
554,2.216000,-0.003217,0.006884,1.441344
555,2.220000,-0.003232,0.006900,1.441351
556,2.224000,-0.003195,0.006920,1.441351
557,2.228000,-0.003165,0.006934,1.441357
558,2.232000,-0.003225,0.006912,1.441357
559,2.236000,-0.003200,0.006912,1.441369
560,2.240000,-0.003200,0.006897,1.441358
561,2.244000,-0.003233,0.006869,1.441358
562,2.248000,-0.003220,0.006886,1.441340
563,2.252000,-0.003243,0.006856,1.441348
564,2.256000,-0.003210,0.006874,1.441348
565,2.260000,-0.003255,0.006846,1.441348
566,2.264000,-0.003252,0.006844,1.441354
567,2.268000,-0.003247,0.006862,1.441358
568,2.272000,-0.003229,0.006881,1.441363
569,2.276000,-0.003246,0.006871,1.441333
570,2.280000,-0.003230,0.006905,1.441347
571,2.284000,-0.003194,0.006903,1.441372
572,2.288000,-0.003198,0.006901,1.441366
573,2.292000,-0.003213,0.006887,1.441357
574,2.296000,-0.003229,0.006892,1.441352
575,2.300000,-0.003201,0.006923,1.441340
576,2.304000,-0.003197,0.006905,1.441349
577,2.308000,-0.003219,0.006889,1.441357
578,2.312000,-0.003207,0.006888,1.441349
579,2.316000,-0.003242,0.006879,1.441357
580,2.320000,-0.003224,0.006867,1.441338
581,2.324000,-0.003236,0.006853,1.441343
582,2.328000,-0.003256,0.006818,1.441346
583,2.332000,-0.003240,0.006841,1.441361
584,2.336000,-0.003230,0.006866,1.441348
585,2.340000,-0.003252,0.006872,1.441335
586,2.344000,-0.003209,0.006897,1.441354
587,2.348000,-0.003202,0.006915,1.441358
588,2.352000,-0.003215,0.006905,1.441361
589,2.356000,-0.003220,0.006894,1.441352
590,2.360000,-0.003233,0.006894,1.441347
591,2.364000,-0.003201,0.006903,1.441350
592,2.368000,-0.003208,0.006912,1.441357
593,2.372000,-0.003219,0.006889,1.441343
594,2.376000,-0.003233,0.006879,1.441343
595,2.380000,-0.003229,0.006885,1.441347
596,2.384000,-0.003265,0.006849,1.441352
597,2.388000,-0.003252,0.006852,1.441349
598,2.392000,-0.003250,0.006833,1.441333
599,2.396000,-0.003285,0.006805,1.441338
600,2.400000,-0.003234,0.006848,1.441350
601,2.404000,-0.003270,0.006833,1.441347
602,2.408000,-0.003290,0.006825,1.441344
603,2.412000,-0.003241,0.006854,1.441345
604,2.416000,-0.003252,0.006864,1.441367
605,2.420000,-0.003235,0.006890,1.441370
606,2.424000,-0.003220,0.006880,1.441357
607,2.428000,-0.003210,0.006912,1.441368
608,2.432000,-0.003234,0.006900,1.441355
609,2.436000,-0.003251,0.006888,1.441346
610,2.440000,-0.003246,0.006866,1.441348
611,2.444000,-0.003248,0.006872,1.441358
612,2.448000,-0.003256,0.006840,1.441358
613,2.452000,-0.003252,0.006846,1.441359
614,2.456000,-0.003239,0.006843,1.441362
615,2.460000,-0.003283,0.006813,1.441348
616,2.464000,-0.003246,0.006845,1.441344
617,2.468000,-0.003233,0.006879,1.441348
618,2.472000,-0.003238,0.006873,1.441347
619,2.476000,-0.003194,0.006926,1.441355
620,2.480000,-0.003250,0.006870,1.441354
621,2.484000,-0.003194,0.006916,1.441360
622,2.488000,-0.003196,0.006938,1.441350
623,2.492000,-0.003176,0.006956,1.441376
624,2.496000,-0.003247,0.006880,1.441350
625,2.500000,-0.003238,0.006878,1.441343
626,2.504000,-0.003259,0.006838,1.441341
627,2.508000,-0.003234,0.006851,1.441336
628,2.512000,-0.003268,0.006822,1.441347
629,2.516000,-0.003267,0.006827,1.441353
630,2.520000,-0.003244,0.006844,1.441360
631,2.524000,-0.003261,0.006820,1.441358
632,2.528000,-0.003264,0.006837,1.441359
633,2.532000,-0.003222,0.006888,1.441373
634,2.536000,-0.003172,0.006928,1.441357
635,2.540000,-0.003190,0.006914,1.441361
636,2.544000,-0.003188,0.006933,1.441346
637,2.548000,-0.003206,0.006901,1.441335
638,2.552000,-0.003226,0.006900,1.441349
639,2.556000,-0.003248,0.006864,1.441359
640,2.560000,-0.003220,0.006870,1.441375
641,2.564000,-0.003228,0.006862,1.441357
642,2.568000,-0.003250,0.006844,1.441346
643,2.572000,-0.003234,0.006845,1.441346
644,2.576000,-0.003242,0.006863,1.441354
645,2.580000,-0.003250,0.006831,1.441356
646,2.584000,-0.003242,0.006868,1.441342
647,2.588000,-0.003215,0.006869,1.441343
648,2.592000,-0.003242,0.006892,1.441344
649,2.596000,-0.003250,0.006864,1.441351
650,2.600000,-0.003221,0.006887,1.441356
651,2.604000,-0.003248,0.006882,1.441357
652,2.608000,-0.003211,0.006914,1.441349
653,2.612000,-0.003190,0.006912,1.441344
654,2.616000,-0.003249,0.006875,1.441333
655,2.620000,-0.003226,0.006900,1.441361
656,2.624000,-0.003221,0.006887,1.441370
657,2.628000,-0.003242,0.006869,1.441365
658,2.632000,-0.003236,0.006859,1.441344
659,2.636000,-0.003221,0.006873,1.441364
660,2.640000,-0.003236,0.006842,1.441357
661,2.644000,-0.003266,0.006830,1.441359
662,2.648000,-0.003252,0.006832,1.441342
663,2.652000,-0.003263,0.006844,1.441329
664,2.656000,-0.003244,0.006857,1.441330
665,2.660000,-0.003236,0.006888,1.441341
666,2.664000,-0.003208,0.006926,1.441348
667,2.668000,-0.003209,0.006932,1.441349
668,2.672000,-0.003178,0.006943,1.441334
669,2.676000,-0.003218,0.006897,1.441345
670,2.680000,-0.003227,0.006890,1.441347
671,2.684000,-0.003245,0.006844,1.441333
672,2.688000,-0.003251,0.006833,1.441359
673,2.692000,-0.003298,0.006800,1.441341
674,2.696000,-0.003271,0.006818,1.441335
675,2.700000,-0.003264,0.006831,1.441338
676,2.704000,-0.003236,0.006863,1.441344
677,2.708000,-0.003202,0.006893,1.441355
678,2.712000,-0.003248,0.006873,1.441335
679,2.716000,-0.003196,0.006910,1.441349
680,2.720000,-0.003184,0.006910,1.441352
681,2.724000,-0.003214,0.006870,1.441350
682,2.728000,-0.003243,0.006874,1.441335
683,2.732000,-0.003217,0.006885,1.441337
684,2.736000,-0.003210,0.006887,1.441339
685,2.740000,-0.003217,0.006892,1.441353
686,2.744000,-0.003225,0.006886,1.441347
687,2.748000,-0.003211,0.006899,1.441358
688,2.752000,-0.003223,0.006874,1.441354
689,2.756000,-0.003219,0.006864,1.441340
690,2.760000,-0.003249,0.006849,1.441339
691,2.764000,-0.003243,0.006843,1.441333
692,2.768000,-0.003238,0.006835,1.441339
693,2.772000,-0.003223,0.006879,1.441331
694,2.776000,-0.003255,0.006847,1.441338
695,2.780000,-0.003250,0.006854,1.441345
696,2.784000,-0.003214,0.006891,1.441350
697,2.788000,-0.003208,0.006906,1.441353
698,2.792000,-0.003219,0.006906,1.441355
699,2.796000,-0.003205,0.006924,1.441349
700,2.800000,-0.003174,0.006905,1.441342
701,2.804000,-0.003189,0.006898,1.441363
702,2.808000,-0.003187,0.006905,1.441337
703,2.812000,-0.003233,0.006859,1.441347
704,2.816000,-0.003232,0.006863,1.441359
705,2.820000,-0.003228,0.006842,1.441359
706,2.824000,-0.003217,0.006863,1.441339
707,2.828000,-0.003224,0.006856,1.441353
708,2.832000,-0.003206,0.006883,1.441363
709,2.836000,-0.003238,0.006874,1.441335
710,2.840000,-0.003239,0.006882,1.441356
711,2.844000,-0.003229,0.006861,1.441338
712,2.848000,-0.003174,0.006930,1.441346
713,2.852000,-0.003213,0.006895,1.441343
714,2.856000,-0.003170,0.006930,1.441353
715,2.860000,-0.003195,0.006896,1.441365
716,2.864000,-0.003206,0.006885,1.441376
717,2.868000,-0.003218,0.006890,1.441360
718,2.872000,-0.003234,0.006883,1.441343
719,2.876000,-0.003191,0.006888,1.441339
720,2.880000,-0.003225,0.006870,1.441352
721,2.884000,-0.003213,0.006881,1.441357
722,2.888000,-0.003214,0.006873,1.441349
723,2.892000,-0.003224,0.006864,1.441341
724,2.896000,-0.003211,0.006906,1.441358
725,2.900000,-0.003189,0.006896,1.441366
726,2.904000,-0.003198,0.006904,1.441355
727,2.908000,-0.003213,0.006886,1.441355
728,2.912000,-0.003224,0.006883,1.441360
729,2.916000,-0.003208,0.006886,1.441371
730,2.920000,-0.003215,0.006873,1.441358
731,2.924000,-0.003200,0.006889,1.441355
732,2.928000,-0.003205,0.006897,1.441363
733,2.932000,-0.003205,0.006883,1.441351
734,2.936000,-0.003209,0.006879,1.441358
735,2.940000,-0.003219,0.006875,1.441362
736,2.944000,-0.003223,0.006882,1.441351
737,2.948000,-0.003219,0.006870,1.441357
738,2.952000,-0.003222,0.006878,1.441350
739,2.956000,-0.003199,0.006902,1.441353
740,2.960000,-0.003204,0.006895,1.441351
741,2.964000,-0.003212,0.006881,1.441355
742,2.968000,-0.003243,0.006845,1.441353
743,2.972000,-0.003225,0.006870,1.441358
744,2.976000,-0.003214,0.006871,1.441356
745,2.980000,-0.003224,0.006867,1.441366
746,2.984000,-0.003225,0.006871,1.441349
747,2.988000,-0.003221,0.006874,1.441347
748,2.992000,-0.003222,0.006870,1.441356
749,2.996000,-0.003227,0.006857,1.441346
750,3.000000,-0.003200,0.006893,1.441347
751,3.004000,-0.003204,0.006890,1.441364
752,3.008000,-0.003203,0.006884,1.441376
753,3.012000,-0.003230,0.006884,1.441382
754,3.016000,-0.003228,0.006879,1.441353
755,3.020000,-0.003197,0.006899,1.441362
756,3.024000,-0.003207,0.006902,1.441344
757,3.028000,-0.003240,0.006865,1.441342
758,3.032000,-0.003217,0.006912,1.441357
759,3.036000,-0.003249,0.006857,1.441349
760,3.040000,-0.003226,0.006845,1.441359
761,3.044000,-0.003213,0.006846,1.441348
762,3.048000,-0.003230,0.006870,1.441351
763,3.052000,-0.003246,0.006846,1.441378
764,3.056000,-0.003199,0.006884,1.441375
765,3.060000,-0.003224,0.006870,1.441347
766,3.064000,-0.003229,0.006867,1.441350
767,3.068000,-0.003224,0.006858,1.441346
768,3.072000,-0.003254,0.006864,1.441363
769,3.076000,-0.003195,0.006903,1.441353
770,3.080000,-0.003202,0.006891,1.441362
771,3.084000,-0.003204,0.006883,1.441367
772,3.088000,-0.003184,0.006911,1.441365
773,3.092000,-0.003243,0.006864,1.441347
774,3.096000,-0.003221,0.006859,1.441348
775,3.100000,-0.003250,0.006840,1.441347
776,3.104000,-0.003240,0.006860,1.441341
777,3.108000,-0.003237,0.006864,1.441340
778,3.112000,-0.003254,0.006839,1.441341
779,3.116000,-0.003235,0.006853,1.441358
780,3.120000,-0.003239,0.006840,1.441362
781,3.124000,-0.003230,0.006861,1.441345
782,3.128000,-0.003204,0.006887,1.441358
783,3.132000,-0.003199,0.006880,1.441348
784,3.136000,-0.003173,0.006932,1.441347
785,3.140000,-0.003177,0.006925,1.441356
786,3.144000,-0.003224,0.006878,1.441353
787,3.148000,-0.003229,0.006871,1.441351
788,3.152000,-0.003237,0.006873,1.441335
789,3.156000,-0.003241,0.006823,1.441356
790,3.160000,-0.003224,0.006871,1.441354
791,3.164000,-0.003267,0.006812,1.441356
792,3.168000,-0.003218,0.006858,1.441348
793,3.172000,-0.003228,0.006859,1.441342
794,3.176000,-0.003194,0.006895,1.441350
795,3.180000,-0.003209,0.006912,1.441346
796,3.184000,-0.003196,0.006909,1.441374
797,3.188000,-0.003199,0.006892,1.441365
798,3.192000,-0.003197,0.006902,1.441356
799,3.196000,-0.003199,0.006899,1.441384
800,3.200000,-0.003230,0.006865,1.441356
801,3.204000,-0.003222,0.006868,1.441348
802,3.208000,-0.003245,0.006838,1.441371
803,3.212000,-0.003217,0.006874,1.441354
804,3.216000,-0.003233,0.006858,1.441358
805,3.220000,-0.003193,0.006899,1.441353
806,3.224000,-0.003240,0.006855,1.441362
807,3.228000,-0.003218,0.006899,1.441345
808,3.232000,-0.003199,0.006886,1.441350
809,3.236000,-0.003224,0.006860,1.441349
810,3.240000,-0.003195,0.006888,1.441346
811,3.244000,-0.003213,0.006892,1.441348
812,3.248000,-0.003258,0.006862,1.441340
813,3.252000,-0.003235,0.006852,1.441352
814,3.256000,-0.003190,0.006899,1.441377
815,3.260000,-0.003199,0.006900,1.441365
816,3.264000,-0.003162,0.006930,1.441350
817,3.268000,-0.003237,0.006875,1.441356
818,3.272000,-0.003180,0.006924,1.441364
819,3.276000,-0.003206,0.006884,1.441362
820,3.280000,-0.003207,0.006870,1.441353
821,3.284000,-0.003216,0.006876,1.441350
822,3.288000,-0.003207,0.006857,1.441356
823,3.292000,-0.003224,0.006836,1.441354
824,3.296000,-0.003208,0.006868,1.441368
825,3.300000,-0.003199,0.006884,1.441353
826,3.304000,-0.003223,0.006870,1.441361
827,3.308000,-0.003230,0.006897,1.441345
828,3.312000,-0.003178,0.006913,1.441346
829,3.316000,-0.003183,0.006922,1.441366
830,3.320000,-0.003196,0.006899,1.441361
831,3.324000,-0.003233,0.006858,1.441355
832,3.328000,-0.003220,0.006873,1.441358
833,3.332000,-0.003191,0.006883,1.441378
834,3.336000,-0.003181,0.006920,1.441363
835,3.340000,-0.003243,0.006844,1.441359
836,3.344000,-0.003188,0.006925,1.441367
837,3.348000,-0.003193,0.006884,1.441381
838,3.352000,-0.003232,0.006855,1.441361
839,3.356000,-0.003179,0.006917,1.441363
840,3.360000,-0.003229,0.006869,1.441361
841,3.364000,-0.003236,0.006864,1.441355
842,3.368000,-0.003184,0.006895,1.441352
843,3.372000,-0.003234,0.006867,1.441350
844,3.376000,-0.003216,0.006873,1.441362
845,3.380000,-0.003249,0.006849,1.441359
846,3.384000,-0.003220,0.006875,1.441365
847,3.388000,-0.003213,0.006881,1.441364
848,3.392000,-0.003195,0.006921,1.441367
849,3.396000,-0.003204,0.006889,1.441352
850,3.400000,-0.003197,0.006907,1.441355
851,3.404000,-0.003203,0.006878,1.441369
852,3.408000,-0.003236,0.006844,1.441380
853,3.412000,-0.003183,0.006921,1.441363
854,3.416000,-0.003219,0.006874,1.441364
855,3.420000,-0.003210,0.006873,1.441353
856,3.424000,-0.003211,0.006890,1.441365
857,3.428000,-0.003219,0.006875,1.441358
858,3.432000,-0.003175,0.006904,1.441359
859,3.436000,-0.003223,0.006881,1.441365
860,3.440000,-0.003203,0.006890,1.441360
861,3.444000,-0.003228,0.006878,1.441349
862,3.448000,-0.003197,0.006901,1.441358
863,3.452000,-0.003206,0.006888,1.441340
864,3.456000,-0.003199,0.006875,1.441360
865,3.460000,-0.003205,0.006878,1.441343
866,3.464000,-0.003219,0.006847,1.441341
867,3.468000,-0.003265,0.006814,1.441369
